"codmpio","ano","monetary_poverty_rate","extreme_monetary_poverty_rate","gini_coefficient"
54670,2023,NA,NA,NA
54673,2023,NA,NA,NA
54680,2023,NA,NA,NA
54720,2023,NA,NA,NA
54743,2023,NA,NA,NA
54800,2023,NA,NA,NA
54810,2023,NA,NA,NA
54820,2023,NA,NA,NA
54871,2023,NA,NA,NA
54874,2023,NA,NA,NA
52000,2023,NA,NA,NA
52001,2023,NA,NA,NA
52019,2023,NA,NA,NA
52022,2023,NA,NA,NA
52036,2023,NA,NA,NA
52051,2023,NA,NA,NA
52079,2023,NA,NA,NA
52083,2023,NA,NA,NA
52110,2023,NA,NA,NA
52203,2023,NA,NA,NA
52207,2023,NA,NA,NA
52210,2023,NA,NA,NA
52215,2023,NA,NA,NA
52224,2023,NA,NA,NA
52227,2023,NA,NA,NA
52233,2023,NA,NA,NA
52240,2023,NA,NA,NA
52250,2023,NA,NA,NA
52254,2023,NA,NA,NA
52256,2023,NA,NA,NA
52258,2023,NA,NA,NA
52260,2023,NA,NA,NA
52287,2023,NA,NA,NA
52317,2023,NA,NA,NA
52320,2023,NA,NA,NA
52323,2023,NA,NA,NA
52352,2023,NA,NA,NA
52354,2023,NA,NA,NA
52356,2023,NA,NA,NA
52378,2023,NA,NA,NA
52381,2023,NA,NA,NA
52385,2023,NA,NA,NA
52390,2023,NA,NA,NA
52399,2023,NA,NA,NA
52405,2023,NA,NA,NA
52411,2023,NA,NA,NA
52418,2023,NA,NA,NA
52427,2023,NA,NA,NA
52435,2023,NA,NA,NA
52473,2023,NA,NA,NA
52480,2023,NA,NA,NA
52490,2023,NA,NA,NA
52506,2023,NA,NA,NA
52520,2023,NA,NA,NA
52540,2023,NA,NA,NA
52560,2023,NA,NA,NA
52565,2023,NA,NA,NA
52573,2023,NA,NA,NA
52585,2023,NA,NA,NA
52612,2023,NA,NA,NA
52621,2023,NA,NA,NA
52678,2023,NA,NA,NA
52683,2023,NA,NA,NA
52685,2023,NA,NA,NA
52687,2023,NA,NA,NA
52693,2023,NA,NA,NA
52694,2023,NA,NA,NA
52696,2023,NA,NA,NA
52699,2023,NA,NA,NA
52720,2023,NA,NA,NA
52786,2023,NA,NA,NA
52788,2023,NA,NA,NA
52835,2023,NA,NA,NA
52838,2023,NA,NA,NA
52885,2023,NA,NA,NA
50000,2023,NA,NA,NA
50001,2023,NA,NA,NA
50006,2023,NA,NA,NA
50110,2023,NA,NA,NA
50124,2023,NA,NA,NA
50150,2023,NA,NA,NA
50223,2023,NA,NA,NA
50226,2023,NA,NA,NA
50245,2023,NA,NA,NA
50251,2023,NA,NA,NA
50270,2023,NA,NA,NA
50287,2023,NA,NA,NA
50313,2023,NA,NA,NA
50318,2023,NA,NA,NA
50325,2023,NA,NA,NA
50330,2023,NA,NA,NA
50350,2023,NA,NA,NA
50370,2023,NA,NA,NA
50400,2023,NA,NA,NA
50450,2023,NA,NA,NA
50568,2023,NA,NA,NA
50573,2023,NA,NA,NA
50577,2023,NA,NA,NA
50590,2023,NA,NA,NA
50606,2023,NA,NA,NA
50680,2023,NA,NA,NA
50683,2023,NA,NA,NA
50686,2023,NA,NA,NA
50689,2023,NA,NA,NA
50711,2023,NA,NA,NA
47000,2023,NA,NA,NA
47001,2023,NA,NA,NA
47030,2023,NA,NA,NA
47053,2023,NA,NA,NA
47058,2023,NA,NA,NA
47161,2023,NA,NA,NA
47170,2023,NA,NA,NA
47189,2023,NA,NA,NA
47205,2023,NA,NA,NA
47245,2023,NA,NA,NA
47258,2023,NA,NA,NA
47268,2023,NA,NA,NA
47288,2023,NA,NA,NA
47318,2023,NA,NA,NA
47460,2023,NA,NA,NA
47541,2023,NA,NA,NA
47545,2023,NA,NA,NA
47551,2023,NA,NA,NA
47555,2023,NA,NA,NA
47570,2023,NA,NA,NA
47605,2023,NA,NA,NA
47660,2023,NA,NA,NA
47675,2023,NA,NA,NA
47692,2023,NA,NA,NA
47703,2023,NA,NA,NA
47707,2023,NA,NA,NA
47720,2023,NA,NA,NA
47745,2023,NA,NA,NA
47798,2023,NA,NA,NA
47960,2023,NA,NA,NA
47980,2023,NA,NA,NA
44000,2023,NA,NA,NA
44001,2023,NA,NA,NA
44035,2023,NA,NA,NA
44078,2023,NA,NA,NA
44090,2023,NA,NA,NA
44098,2023,NA,NA,NA
44110,2023,NA,NA,NA
44279,2023,NA,NA,NA
44378,2023,NA,NA,NA
44420,2023,NA,NA,NA
44430,2023,NA,NA,NA
44560,2023,NA,NA,NA
44650,2023,NA,NA,NA
44847,2023,NA,NA,NA
44855,2023,NA,NA,NA
44874,2023,NA,NA,NA
41000,2023,NA,NA,NA
41001,2023,NA,NA,NA
41006,2023,NA,NA,NA
41013,2023,NA,NA,NA
41016,2023,NA,NA,NA
41020,2023,NA,NA,NA
41026,2023,NA,NA,NA
41078,2023,NA,NA,NA
41132,2023,NA,NA,NA
41206,2023,NA,NA,NA
41244,2023,NA,NA,NA
41298,2023,NA,NA,NA
41306,2023,NA,NA,NA
41319,2023,NA,NA,NA
41349,2023,NA,NA,NA
41357,2023,NA,NA,NA
41359,2023,NA,NA,NA
41378,2023,NA,NA,NA
41396,2023,NA,NA,NA
41483,2023,NA,NA,NA
41503,2023,NA,NA,NA
41518,2023,NA,NA,NA
41524,2023,NA,NA,NA
41530,2023,NA,NA,NA
41548,2023,NA,NA,NA
41551,2023,NA,NA,NA
41615,2023,NA,NA,NA
41660,2023,NA,NA,NA
41668,2023,NA,NA,NA
41676,2023,NA,NA,NA
41770,2023,NA,NA,NA
41791,2023,NA,NA,NA
41797,2023,NA,NA,NA
41799,2023,NA,NA,NA
41801,2023,NA,NA,NA
41807,2023,NA,NA,NA
41872,2023,NA,NA,NA
41885,2023,NA,NA,NA
27000,2023,NA,NA,NA
27001,2023,NA,NA,NA
27006,2023,NA,NA,NA
27025,2023,NA,NA,NA
27050,2023,NA,NA,NA
27073,2023,NA,NA,NA
27075,2023,NA,NA,NA
27077,2023,NA,NA,NA
27099,2023,NA,NA,NA
27135,2023,NA,NA,NA
27150,2023,NA,NA,NA
27160,2023,NA,NA,NA
27205,2023,NA,NA,NA
27245,2023,NA,NA,NA
27250,2023,NA,NA,NA
27361,2023,NA,NA,NA
27372,2023,NA,NA,NA
27413,2023,NA,NA,NA
27425,2023,NA,NA,NA
27430,2023,NA,NA,NA
27450,2023,NA,NA,NA
27491,2023,NA,NA,NA
27495,2023,NA,NA,NA
27580,2023,NA,NA,NA
27600,2023,NA,NA,NA
27615,2023,NA,NA,NA
27660,2023,NA,NA,NA
27745,2023,NA,NA,NA
27787,2023,NA,NA,NA
27800,2023,NA,NA,NA
27810,2023,NA,NA,NA
25000,2023,NA,NA,NA
25001,2023,NA,NA,NA
25019,2023,NA,NA,NA
25035,2023,NA,NA,NA
25040,2023,NA,NA,NA
25053,2023,NA,NA,NA
25086,2023,NA,NA,NA
25095,2023,NA,NA,NA
25099,2023,NA,NA,NA
25120,2023,NA,NA,NA
25123,2023,NA,NA,NA
25126,2023,NA,NA,NA
23000,2023,NA,NA,NA
23001,2023,NA,NA,NA
23068,2023,NA,NA,NA
23079,2023,NA,NA,NA
23090,2023,NA,NA,NA
23162,2023,NA,NA,NA
23168,2023,NA,NA,NA
23182,2023,NA,NA,NA
23189,2023,NA,NA,NA
23300,2023,NA,NA,NA
23350,2023,NA,NA,NA
23417,2023,NA,NA,NA
23419,2023,NA,NA,NA
23464,2023,NA,NA,NA
23466,2023,NA,NA,NA
23500,2023,NA,NA,NA
23555,2023,NA,NA,NA
23570,2023,NA,NA,NA
23574,2023,NA,NA,NA
23580,2023,NA,NA,NA
23586,2023,NA,NA,NA
23660,2023,NA,NA,NA
23670,2023,NA,NA,NA
23672,2023,NA,NA,NA
23675,2023,NA,NA,NA
23678,2023,NA,NA,NA
23682,2023,NA,NA,NA
23686,2023,NA,NA,NA
23807,2023,NA,NA,NA
23815,2023,NA,NA,NA
23855,2023,NA,NA,NA
25148,2023,NA,NA,NA
25151,2023,NA,NA,NA
25154,2023,NA,NA,NA
25168,2023,NA,NA,NA
25175,2023,NA,NA,NA
25178,2023,NA,NA,NA
25181,2023,NA,NA,NA
25183,2023,NA,NA,NA
25200,2023,NA,NA,NA
25214,2023,NA,NA,NA
25224,2023,NA,NA,NA
25245,2023,NA,NA,NA
25258,2023,NA,NA,NA
25260,2023,NA,NA,NA
25269,2023,NA,NA,NA
25279,2023,NA,NA,NA
25281,2023,NA,NA,NA
25286,2023,NA,NA,NA
25288,2023,NA,NA,NA
25290,2023,NA,NA,NA
25293,2023,NA,NA,NA
25295,2023,NA,NA,NA
25297,2023,NA,NA,NA
25299,2023,NA,NA,NA
25307,2023,NA,NA,NA
25312,2023,NA,NA,NA
25317,2023,NA,NA,NA
25320,2023,NA,NA,NA
25322,2023,NA,NA,NA
25324,2023,NA,NA,NA
25326,2023,NA,NA,NA
25328,2023,NA,NA,NA
25335,2023,NA,NA,NA
25339,2023,NA,NA,NA
25368,2023,NA,NA,NA
25372,2023,NA,NA,NA
25377,2023,NA,NA,NA
25386,2023,NA,NA,NA
25394,2023,NA,NA,NA
25398,2023,NA,NA,NA
25402,2023,NA,NA,NA
25407,2023,NA,NA,NA
25426,2023,NA,NA,NA
25430,2023,NA,NA,NA
25436,2023,NA,NA,NA
25438,2023,NA,NA,NA
25473,2023,NA,NA,NA
25483,2023,NA,NA,NA
25486,2023,NA,NA,NA
25488,2023,NA,NA,NA
25489,2023,NA,NA,NA
25491,2023,NA,NA,NA
25506,2023,NA,NA,NA
25513,2023,NA,NA,NA
25518,2023,NA,NA,NA
25524,2023,NA,NA,NA
25530,2023,NA,NA,NA
25535,2023,NA,NA,NA
25572,2023,NA,NA,NA
25580,2023,NA,NA,NA
25592,2023,NA,NA,NA
25594,2023,NA,NA,NA
25596,2023,NA,NA,NA
25599,2023,NA,NA,NA
25612,2023,NA,NA,NA
25645,2023,NA,NA,NA
25649,2023,NA,NA,NA
25653,2023,NA,NA,NA
25658,2023,NA,NA,NA
25662,2023,NA,NA,NA
25718,2023,NA,NA,NA
25736,2023,NA,NA,NA
25740,2023,NA,NA,NA
25743,2023,NA,NA,NA
25745,2023,NA,NA,NA
25754,2023,NA,NA,NA
25758,2023,NA,NA,NA
25769,2023,NA,NA,NA
25772,2023,NA,NA,NA
25777,2023,NA,NA,NA
25779,2023,NA,NA,NA
25781,2023,NA,NA,NA
25785,2023,NA,NA,NA
25793,2023,NA,NA,NA
25797,2023,NA,NA,NA
25799,2023,NA,NA,NA
25805,2023,NA,NA,NA
25807,2023,NA,NA,NA
25815,2023,NA,NA,NA
25817,2023,NA,NA,NA
25823,2023,NA,NA,NA
25839,2023,NA,NA,NA
25841,2023,NA,NA,NA
25843,2023,NA,NA,NA
25845,2023,NA,NA,NA
25851,2023,NA,NA,NA
25862,2023,NA,NA,NA
25867,2023,NA,NA,NA
25871,2023,NA,NA,NA
25873,2023,NA,NA,NA
25875,2023,NA,NA,NA
25878,2023,NA,NA,NA
25885,2023,NA,NA,NA
25898,2023,NA,NA,NA
25899,2023,NA,NA,NA
20000,2023,NA,NA,NA
20001,2023,NA,NA,NA
20011,2023,NA,NA,NA
20013,2023,NA,NA,NA
20032,2023,NA,NA,NA
20045,2023,NA,NA,NA
20060,2023,NA,NA,NA
20175,2023,NA,NA,NA
20178,2023,NA,NA,NA
20228,2023,NA,NA,NA
20238,2023,NA,NA,NA
20250,2023,NA,NA,NA
20295,2023,NA,NA,NA
20310,2023,NA,NA,NA
20383,2023,NA,NA,NA
20400,2023,NA,NA,NA
20443,2023,NA,NA,NA
20517,2023,NA,NA,NA
20550,2023,NA,NA,NA
20570,2023,NA,NA,NA
20614,2023,NA,NA,NA
20621,2023,NA,NA,NA
20710,2023,NA,NA,NA
20750,2023,NA,NA,NA
20770,2023,NA,NA,NA
20787,2023,NA,NA,NA
18000,2023,NA,NA,NA
18001,2023,NA,NA,NA
18029,2023,NA,NA,NA
18094,2023,NA,NA,NA
18150,2023,NA,NA,NA
18205,2023,NA,NA,NA
18247,2023,NA,NA,NA
18256,2023,NA,NA,NA
18410,2023,NA,NA,NA
18460,2023,NA,NA,NA
18479,2023,NA,NA,NA
18592,2023,NA,NA,NA
18610,2023,NA,NA,NA
18753,2023,NA,NA,NA
18756,2023,NA,NA,NA
18785,2023,NA,NA,NA
18860,2023,NA,NA,NA
19000,2023,NA,NA,NA
19001,2023,NA,NA,NA
19022,2023,NA,NA,NA
19050,2023,NA,NA,NA
19075,2023,NA,NA,NA
19100,2023,NA,NA,NA
19110,2023,NA,NA,NA
19130,2023,NA,NA,NA
19137,2023,NA,NA,NA
19142,2023,NA,NA,NA
19212,2023,NA,NA,NA
19256,2023,NA,NA,NA
19290,2023,NA,NA,NA
19300,2023,NA,NA,NA
19318,2023,NA,NA,NA
19355,2023,NA,NA,NA
19364,2023,NA,NA,NA
19392,2023,NA,NA,NA
19397,2023,NA,NA,NA
19418,2023,NA,NA,NA
19450,2023,NA,NA,NA
19455,2023,NA,NA,NA
19473,2023,NA,NA,NA
19513,2023,NA,NA,NA
19517,2023,NA,NA,NA
19532,2023,NA,NA,NA
19533,2023,NA,NA,NA
19548,2023,NA,NA,NA
19573,2023,NA,NA,NA
19585,2023,NA,NA,NA
19622,2023,NA,NA,NA
19693,2023,NA,NA,NA
19698,2023,NA,NA,NA
19701,2023,NA,NA,NA
19743,2023,NA,NA,NA
19760,2023,NA,NA,NA
19780,2023,NA,NA,NA
19785,2023,NA,NA,NA
19807,2023,NA,NA,NA
19809,2023,NA,NA,NA
19821,2023,NA,NA,NA
19824,2023,NA,NA,NA
19845,2023,NA,NA,NA
15000,2023,NA,NA,NA
15001,2023,NA,NA,NA
15022,2023,NA,NA,NA
15047,2023,NA,NA,NA
15051,2023,NA,NA,NA
15087,2023,NA,NA,NA
15090,2023,NA,NA,NA
15092,2023,NA,NA,NA
15097,2023,NA,NA,NA
15104,2023,NA,NA,NA
15106,2023,NA,NA,NA
15109,2023,NA,NA,NA
15114,2023,NA,NA,NA
15131,2023,NA,NA,NA
15135,2023,NA,NA,NA
15162,2023,NA,NA,NA
15172,2023,NA,NA,NA
15176,2023,NA,NA,NA
15180,2023,NA,NA,NA
15183,2023,NA,NA,NA
15185,2023,NA,NA,NA
15187,2023,NA,NA,NA
15189,2023,NA,NA,NA
15204,2023,NA,NA,NA
15212,2023,NA,NA,NA
15215,2023,NA,NA,NA
15218,2023,NA,NA,NA
15223,2023,NA,NA,NA
15224,2023,NA,NA,NA
15226,2023,NA,NA,NA
15232,2023,NA,NA,NA
15236,2023,NA,NA,NA
15238,2023,NA,NA,NA
15244,2023,NA,NA,NA
15248,2023,NA,NA,NA
15272,2023,NA,NA,NA
15276,2023,NA,NA,NA
15293,2023,NA,NA,NA
15296,2023,NA,NA,NA
15299,2023,NA,NA,NA
15317,2023,NA,NA,NA
15322,2023,NA,NA,NA
15325,2023,NA,NA,NA
15332,2023,NA,NA,NA
15362,2023,NA,NA,NA
15367,2023,NA,NA,NA
15368,2023,NA,NA,NA
15377,2023,NA,NA,NA
15380,2023,NA,NA,NA
15401,2023,NA,NA,NA
15403,2023,NA,NA,NA
15407,2023,NA,NA,NA
15425,2023,NA,NA,NA
15442,2023,NA,NA,NA
15455,2023,NA,NA,NA
15464,2023,NA,NA,NA
15466,2023,NA,NA,NA
15469,2023,NA,NA,NA
15476,2023,NA,NA,NA
15480,2023,NA,NA,NA
15491,2023,NA,NA,NA
15494,2023,NA,NA,NA
15500,2023,NA,NA,NA
15507,2023,NA,NA,NA
15511,2023,NA,NA,NA
15514,2023,NA,NA,NA
15516,2023,NA,NA,NA
15518,2023,NA,NA,NA
15522,2023,NA,NA,NA
15531,2023,NA,NA,NA
15533,2023,NA,NA,NA
15537,2023,NA,NA,NA
15542,2023,NA,NA,NA
15550,2023,NA,NA,NA
15572,2023,NA,NA,NA
15580,2023,NA,NA,NA
15599,2023,NA,NA,NA
15600,2023,NA,NA,NA
15621,2023,NA,NA,NA
15632,2023,NA,NA,NA
15638,2023,NA,NA,NA
15646,2023,NA,NA,NA
15660,2023,NA,NA,NA
15664,2023,NA,NA,NA
15667,2023,NA,NA,NA
15673,2023,NA,NA,NA
15676,2023,NA,NA,NA
15681,2023,NA,NA,NA
15686,2023,NA,NA,NA
15690,2023,NA,NA,NA
15693,2023,NA,NA,NA
15696,2023,NA,NA,NA
15720,2023,NA,NA,NA
15723,2023,NA,NA,NA
15740,2023,NA,NA,NA
15753,2023,NA,NA,NA
15755,2023,NA,NA,NA
15757,2023,NA,NA,NA
15759,2023,NA,NA,NA
15761,2023,NA,NA,NA
15762,2023,NA,NA,NA
15763,2023,NA,NA,NA
15764,2023,NA,NA,NA
15774,2023,NA,NA,NA
15776,2023,NA,NA,NA
15778,2023,NA,NA,NA
15790,2023,NA,NA,NA
15798,2023,NA,NA,NA
15804,2023,NA,NA,NA
15806,2023,NA,NA,NA
15808,2023,NA,NA,NA
15810,2023,NA,NA,NA
15814,2023,NA,NA,NA
15816,2023,NA,NA,NA
15820,2023,NA,NA,NA
15822,2023,NA,NA,NA
15832,2023,NA,NA,NA
15835,2023,NA,NA,NA
15837,2023,NA,NA,NA
15839,2023,NA,NA,NA
15842,2023,NA,NA,NA
15861,2023,NA,NA,NA
15879,2023,NA,NA,NA
15897,2023,NA,NA,NA
13000,2023,NA,NA,NA
13001,2023,NA,NA,NA
13006,2023,NA,NA,NA
13030,2023,NA,NA,NA
13042,2023,NA,NA,NA
13052,2023,NA,NA,NA
13062,2023,NA,NA,NA
13074,2023,NA,NA,NA
13140,2023,NA,NA,NA
13160,2023,NA,NA,NA
13188,2023,NA,NA,NA
13212,2023,NA,NA,NA
13222,2023,NA,NA,NA
13244,2023,NA,NA,NA
13248,2023,NA,NA,NA
13268,2023,NA,NA,NA
13300,2023,NA,NA,NA
13430,2023,NA,NA,NA
13433,2023,NA,NA,NA
13440,2023,NA,NA,NA
13442,2023,NA,NA,NA
13458,2023,NA,NA,NA
13468,2023,NA,NA,NA
13473,2023,NA,NA,NA
13490,2023,NA,NA,NA
13549,2023,NA,NA,NA
13580,2023,NA,NA,NA
13600,2023,NA,NA,NA
13620,2023,NA,NA,NA
13647,2023,NA,NA,NA
13650,2023,NA,NA,NA
13654,2023,NA,NA,NA
13655,2023,NA,NA,NA
13657,2023,NA,NA,NA
13667,2023,NA,NA,NA
13670,2023,NA,NA,NA
13673,2023,NA,NA,NA
13683,2023,NA,NA,NA
13688,2023,NA,NA,NA
13744,2023,NA,NA,NA
13760,2023,NA,NA,NA
13780,2023,NA,NA,NA
13810,2023,NA,NA,NA
13836,2023,NA,NA,NA
13838,2023,NA,NA,NA
13873,2023,NA,NA,NA
13894,2023,NA,NA,NA
17000,2023,NA,NA,NA
17001,2023,NA,NA,NA
17013,2023,NA,NA,NA
17042,2023,NA,NA,NA
17050,2023,NA,NA,NA
17088,2023,NA,NA,NA
17174,2023,NA,NA,NA
17272,2023,NA,NA,NA
17380,2023,NA,NA,NA
17388,2023,NA,NA,NA
17433,2023,NA,NA,NA
17442,2023,NA,NA,NA
17444,2023,NA,NA,NA
17446,2023,NA,NA,NA
17486,2023,NA,NA,NA
17495,2023,NA,NA,NA
17513,2023,NA,NA,NA
17524,2023,NA,NA,NA
17541,2023,NA,NA,NA
17614,2023,NA,NA,NA
17616,2023,NA,NA,NA
17653,2023,NA,NA,NA
17662,2023,NA,NA,NA
17665,2023,NA,NA,NA
17777,2023,NA,NA,NA
17867,2023,NA,NA,NA
17873,2023,NA,NA,NA
17877,2023,NA,NA,NA
1001,2023,NA,NA,NA
5000,2023,NA,NA,NA
5001,2023,NA,NA,NA
5002,2023,NA,NA,NA
5004,2023,NA,NA,NA
5021,2023,NA,NA,NA
5030,2023,NA,NA,NA
5031,2023,NA,NA,NA
5034,2023,NA,NA,NA
5036,2023,NA,NA,NA
5038,2023,NA,NA,NA
5040,2023,NA,NA,NA
5042,2023,NA,NA,NA
5044,2023,NA,NA,NA
5045,2023,NA,NA,NA
5051,2023,NA,NA,NA
5055,2023,NA,NA,NA
5059,2023,NA,NA,NA
5079,2023,NA,NA,NA
5086,2023,NA,NA,NA
5088,2023,NA,NA,NA
5091,2023,NA,NA,NA
5093,2023,NA,NA,NA
5101,2023,NA,NA,NA
5107,2023,NA,NA,NA
5113,2023,NA,NA,NA
5120,2023,NA,NA,NA
5125,2023,NA,NA,NA
5129,2023,NA,NA,NA
5134,2023,NA,NA,NA
5138,2023,NA,NA,NA
5142,2023,NA,NA,NA
5145,2023,NA,NA,NA
5147,2023,NA,NA,NA
5148,2023,NA,NA,NA
5150,2023,NA,NA,NA
5154,2023,NA,NA,NA
5172,2023,NA,NA,NA
5190,2023,NA,NA,NA
5197,2023,NA,NA,NA
5206,2023,NA,NA,NA
5209,2023,NA,NA,NA
5212,2023,NA,NA,NA
5234,2023,NA,NA,NA
5237,2023,NA,NA,NA
5240,2023,NA,NA,NA
5250,2023,NA,NA,NA
5264,2023,NA,NA,NA
5266,2023,NA,NA,NA
5282,2023,NA,NA,NA
5284,2023,NA,NA,NA
5306,2023,NA,NA,NA
5308,2023,NA,NA,NA
5310,2023,NA,NA,NA
5313,2023,NA,NA,NA
5315,2023,NA,NA,NA
5318,2023,NA,NA,NA
5321,2023,NA,NA,NA
5347,2023,NA,NA,NA
5353,2023,NA,NA,NA
5360,2023,NA,NA,NA
5361,2023,NA,NA,NA
5364,2023,NA,NA,NA
5368,2023,NA,NA,NA
5376,2023,NA,NA,NA
5380,2023,NA,NA,NA
5390,2023,NA,NA,NA
5400,2023,NA,NA,NA
5411,2023,NA,NA,NA
5425,2023,NA,NA,NA
5440,2023,NA,NA,NA
5467,2023,NA,NA,NA
5475,2023,NA,NA,NA
5480,2023,NA,NA,NA
5483,2023,NA,NA,NA
5490,2023,NA,NA,NA
5495,2023,NA,NA,NA
5501,2023,NA,NA,NA
5541,2023,NA,NA,NA
5543,2023,NA,NA,NA
5576,2023,NA,NA,NA
5579,2023,NA,NA,NA
5585,2023,NA,NA,NA
5591,2023,NA,NA,NA
5604,2023,NA,NA,NA
5607,2023,NA,NA,NA
5615,2023,NA,NA,NA
5628,2023,NA,NA,NA
5631,2023,NA,NA,NA
5642,2023,NA,NA,NA
5647,2023,NA,NA,NA
5649,2023,NA,NA,NA
5652,2023,NA,NA,NA
5656,2023,NA,NA,NA
5658,2023,NA,NA,NA
5659,2023,NA,NA,NA
5660,2023,NA,NA,NA
5664,2023,NA,NA,NA
5665,2023,NA,NA,NA
5667,2023,NA,NA,NA
5670,2023,NA,NA,NA
5674,2023,NA,NA,NA
5679,2023,NA,NA,NA
5686,2023,NA,NA,NA
5690,2023,NA,NA,NA
5697,2023,NA,NA,NA
5736,2023,NA,NA,NA
5756,2023,NA,NA,NA
5761,2023,NA,NA,NA
5789,2023,NA,NA,NA
5790,2023,NA,NA,NA
5792,2023,NA,NA,NA
5809,2023,NA,NA,NA
5819,2023,NA,NA,NA
5837,2023,NA,NA,NA
5842,2023,NA,NA,NA
5847,2023,NA,NA,NA
5854,2023,NA,NA,NA
5856,2023,NA,NA,NA
5858,2023,NA,NA,NA
5861,2023,NA,NA,NA
5873,2023,NA,NA,NA
5885,2023,NA,NA,NA
5887,2023,NA,NA,NA
5890,2023,NA,NA,NA
5893,2023,NA,NA,NA
5895,2023,NA,NA,NA
11001,2023,NA,NA,NA
8000,2023,NA,NA,NA
8001,2023,NA,NA,NA
8078,2023,NA,NA,NA
8137,2023,NA,NA,NA
8141,2023,NA,NA,NA
8296,2023,NA,NA,NA
8372,2023,NA,NA,NA
8421,2023,NA,NA,NA
8433,2023,NA,NA,NA
8436,2023,NA,NA,NA
8520,2023,NA,NA,NA
8549,2023,NA,NA,NA
8558,2023,NA,NA,NA
8560,2023,NA,NA,NA
8573,2023,NA,NA,NA
8606,2023,NA,NA,NA
8634,2023,NA,NA,NA
8638,2023,NA,NA,NA
8675,2023,NA,NA,NA
8685,2023,NA,NA,NA
8758,2023,NA,NA,NA
8770,2023,NA,NA,NA
8832,2023,NA,NA,NA
8849,2023,NA,NA,NA
91000,2023,NA,NA,NA
91001,2023,NA,NA,NA
91540,2023,NA,NA,NA
88000,2023,NA,NA,NA
88564,2023,NA,NA,NA
97000,2023,NA,NA,NA
97001,2023,NA,NA,NA
97161,2023,NA,NA,NA
97666,2023,NA,NA,NA
95000,2023,NA,NA,NA
95001,2023,NA,NA,NA
95015,2023,NA,NA,NA
95025,2023,NA,NA,NA
95200,2023,NA,NA,NA
94000,2023,NA,NA,NA
94001,2023,NA,NA,NA
94343,2023,NA,NA,NA
99000,2023,NA,NA,NA
99001,2023,NA,NA,NA
99524,2023,NA,NA,NA
99624,2023,NA,NA,NA
99773,2023,NA,NA,NA
11001,2021,NA,NA,NA
